DATE,CURRENT YEAR HIGH,CURRENT YEAR LOW,PREVIOUS YEAR DIVIDENDS,CURRENT YEAR DIVIDENDS,VOLUME,TODAY'S HIGH,TODAY'S LOW,LAST TRADED PRICE,CLOSING PRICE
2013-09-27,2.5,2.45,,,0,0.0,0.0,0.0,2.5
2013-09-30,2.5,2.45,,,0,0.0,0.0,0.0,2.5
2013-10-01,2.5,2.45,,,0,0.0,0.0,0.0,2.5
2013-10-02,2.5,2.5,,,11853,2.5,2.5,2.5,2.5
2013-10-03,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-10-04,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-10-07,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-10-08,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-10-09,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-10-10,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-10-11,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-10-14,2.5,2.5,,,300,2.5,2.5,2.5,2.5
2013-10-15,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-10-16,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-10-17,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-10-18,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-10-22,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-10-23,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-10-24,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-10-25,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-10-28,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-10-29,2.5,2.5,,,100,2.5,2.5,2.5,2.5
2013-10-30,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-10-31,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-11-01,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-11-04,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-11-05,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-11-06,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-11-07,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-11-08,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-11-11,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-11-12,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-11-13,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-11-14,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-11-15,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-11-18,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-11-19,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-11-20,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-11-21,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-11-22,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-11-25,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-11-26,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-11-27,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-11-28,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-11-29,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-12-02,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-12-03,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-12-04,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-12-05,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-12-06,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-12-09,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-12-10,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-12-11,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-12-12,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-12-13,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-12-16,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-12-17,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-12-18,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-12-19,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-12-20,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-12-23,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-12-24,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-12-27,2.5,2.5,,,0,0.0,0.0,2.5,2.5
2013-12-30,2.5,2.5,,,0,0.0,0.0,2.5,2.5
